Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Tuition_fees_up_to_date,Scholarship_holder,Age_at_enrollment,Debtor,Admission_grade,Application_mode,Displaced,Previous_qualification_grade,Status
8,13.333333333333334,7,13.285714285714286,Yes,No,18,No,123.2,1st phase - general contingent,No,133.0,Graduate
5,10.4,5,13.0,Yes,No,19,No,126.0,2nd phase - general contingent,Yes,126.0,Enrolled
6,11.685714285714283,6,12.6,Yes,Yes,27,No,121.7,Over 23 years old,No,133.1,Enrolled
4,12.0,5,12.8,No,Yes,19,Yes,142.8,2nd phase - general contingent,Yes,147.0,Enrolled
5,11.0,5,11.5,Yes,No,21,No,120.0,Change of course,Yes,120.0,Dropout
7,11.4,7,11.4,Yes,Yes,19,No,119.3,3rd phase - general contingent,Yes,130.0,Graduate
6,11.333333333333334,6,12.333333333333334,Yes,Yes,21,No,121.0,Technological specialization diploma holders,No,120.0,Graduate
4,12.2,5,12.8,Yes,No,18,No,139.4,1st phase - general contingent,Yes,138.0,Graduate
4,15.0,5,12.0,Yes,Yes,20,No,113.9,2nd phase - general contingent,Yes,124.0,Graduate
5,13.5,5,13.0,Yes,Yes,18,No,124.6,1st phase - general contingent,Yes,133.0,Graduate
6,11.0,6,11.833333333333334,No,Yes,18,Yes,123.8,2nd phase - general contingent,Yes,122.0,Dropout
6,13.333333333333334,6,14.0,Yes,No,18,No,126.3,1st phase - general contingent,Yes,138.0,Graduate
6,13.5,6,12.333333333333334,Yes,Yes,18,No,120.4,2nd phase - general contingent,Yes,134.0,Graduate
7,12.5,5,13.04,Yes,Yes,19,No,120.5,1st phase - general contingent,Yes,128.0,Enrolled
8,13.333333333333334,11,13.166666666666666,No,No,23,Yes,144.9,Short cycle diploma holders,Yes,140.0,Enrolled
6,12.833333333333334,6,12.5,Yes,Yes,24,No,139.9,Over 23 years old,Yes,133.1,Graduate
0,0.0,0,0.0,Yes,No,19,No,133.3,1st phase - general contingent,Yes,142.0,Graduate
7,15.657142857142857,7,15.657142857142857,Yes,No,18,No,126.0,1st phase - general contingent,Yes,141.0,Graduate
6,11.333333333333334,6,12.166666666666666,Yes,No,19,No,133.5,1st phase - general contingent,No,145.0,Graduate
0,0.0,0,0.0,Yes,No,19,No,127.9,2nd phase - general contingent,Yes,145.0,Dropout
5,11.166666666666666,5,10.6,Yes,Yes,20,No,105.9,1st phase - general contingent,No,108.0,Enrolled
5,12.666666666666666,6,13.428571428571429,Yes,No,20,No,124.3,1st phase - general contingent,No,132.0,Enrolled
0,0.0,4,11.75,Yes,No,26,No,102.5,Over 23 years old,No,140.0,Dropout
0,0.0,0,0.0,No,No,36,Yes,97.0,Over 23 years old,No,133.1,Dropout
0,0.0,0,0.0,No,No,19,No,134.7,2nd phase - general contingent,No,128.0,Dropout
0,0.0,0,0.0,No,No,27,No,113.8,Transfer,No,120.0,Dropout
0,0.0,1,13.0,Yes,No,18,No,116.9,1st phase - general contingent,No,120.0,Dropout
7,13.331428571428573,7,13.331428571428573,Yes,Yes,18,No,124.0,1st phase - general contingent,Yes,139.0,Graduate
0,0.0,0,0.0,Yes,No,28,No,117.5,Over 23 years old,No,139.3,Dropout
0,0.0,0,0.0,Yes,No,21,No,154.8,Technological specialization diploma holders,Yes,150.0,Graduate
6,13.7,6,13.7,Yes,No,19,No,141.0,1st phase - general contingent,No,138.0,Graduate
0,0.0,0,0.0,No,No,26,Yes,120.0,Over 23 years old,No,133.1,Dropout
6,13.875,9,13.454545454545457,Yes,No,20,No,133.6,Change of institution/course,Yes,136.0,Dropout
7,12.2,7,12.2,Yes,No,19,No,122.0,1st phase - general contingent,Yes,134.0,Graduate
4,11.0,3,10.0,Yes,No,21,No,120.0,1st phase - general contingent,Yes,140.0,Dropout
6,12.857142857142858,5,13.0,Yes,Yes,23,No,114.2,Short cycle diploma holders,No,110.0,Graduate
6,14.0,6,12.0,Yes,No,29,No,95.5,Over 23 years old,No,133.1,Graduate
7,15.028571428571428,7,15.028571428571428,Yes,No,20,No,120.0,1st phase - general contingent,No,129.0,Graduate
6,11.714285714285714,6,12.0,Yes,No,18,No,111.1,1st phase - general contingent,No,116.0,Graduate
5,12.4,5,12.0,Yes,No,19,No,128.6,1st phase - general contingent,Yes,130.0,Graduate
3,11.333333333333334,3,13.666666666666666,No,No,23,No,130.0,Holders of other higher courses,No,130.0,Dropout
0,0.0,0,0.0,Yes,No,21,No,111.1,1st phase - general contingent,No,116.0,Dropout
4,12.5,5,12.0,Yes,No,18,No,122.7,2nd phase - general contingent,Yes,136.0,Enrolled
0,0.0,0,0.0,Yes,Yes,18,No,134.4,1st phase - general contingent,Yes,147.0,Graduate
0,0.0,1,14.0,No,No,21,Yes,131.0,1st phase - general contingent,Yes,117.0,Dropout
0,0.0,0,0.0,Yes,No,22,No,125.0,Change of institution/course,No,141.0,Dropout
5,12.583333333333334,7,12.375,Yes,No,21,No,106.0,3rd phase - general contingent,Yes,133.1,Graduate
0,0.0,0,0.0,No,No,32,No,128.0,Over 23 years old,Yes,133.1,Dropout
13,11.076923076923077,18,11.421052631578949,Yes,No,27,No,120.0,Holders of other higher courses,Yes,120.0,Graduate
6,13.35,6,13.35,Yes,No,18,No,134.8,1st phase - general contingent,Yes,148.0,Graduate
2,16.0,6,15.0,Yes,Yes,24,No,112.0,Over 23 years old,Yes,130.0,Graduate
0,0.0,2,10.5,Yes,No,22,No,116.1,1st phase - general contingent,Yes,120.0,Dropout
0,0.0,0,0.0,No,No,22,No,120.0,Change of course,Yes,120.0,Dropout
5,11.833333333333334,5,13.25,Yes,No,19,No,119.7,1st phase - general contingent,Yes,133.0,Graduate
0,0.0,0,0.0,Yes,No,19,No,117.1,2nd phase - general contingent,Yes,129.0,Dropout
3,10.6,4,11.5,Yes,No,21,No,112.4,1st phase - general contingent,Yes,118.0,Enrolled
8,13.88125,8,13.88125,Yes,Yes,18,No,131.0,1st phase - general contingent,Yes,140.0,Graduate
5,12.6,6,11.333333333333334,Yes,No,18,No,130.9,1st phase - general contingent,Yes,127.0,Graduate
0,0.0,0,0.0,Yes,No,20,Yes,134.9,1st phase - general contingent,Yes,131.0,Dropout
6,13.666666666666666,6,12.857142857142858,Yes,No,19,No,127.1,2nd phase - general contingent,Yes,132.0,Graduate
6,12.5,5,11.6,Yes,No,19,Yes,110.2,2nd phase - general contingent,Yes,113.0,Graduate
6,11.333333333333334,5,11.4,Yes,Yes,18,No,108.7,2nd phase - general contingent,Yes,115.0,Graduate
6,13.0,6,13.333333333333334,Yes,No,20,No,138.0,1st phase - general contingent,Yes,133.1,Enrolled
9,13.77777777777778,7,13.571428571428571,Yes,Yes,22,Yes,147.7,Technological specialization diploma holders,No,150.0,Graduate
7,12.228571428571428,6,11.833333333333334,Yes,No,31,No,123.0,Over 23 years old,No,133.1,Graduate
7,14.142857142857142,7,14.428571428571429,Yes,Yes,19,No,142.8,2nd phase - general contingent,No,141.0,Graduate
0,0.0,0,0.0,Yes,No,18,No,138.3,1st phase - general contingent,Yes,140.0,Enrolled
5,12.4,6,12.285714285714286,Yes,Yes,18,No,125.2,1st phase - general contingent,Yes,136.0,Graduate
5,13.8,5,14.4,Yes,No,21,No,141.8,1st phase - general contingent,No,140.0,Graduate
8,15.06875,7,13.15,Yes,Yes,18,No,130.6,2nd phase - general contingent,Yes,143.0,Graduate
0,0.0,0,0.0,No,No,25,Yes,130.0,Technological specialization diploma holders,No,130.0,Dropout
0,0.0,0,0.0,Yes,No,21,Yes,100.0,International student (bachelor),No,133.1,Dropout
7,12.342857142857143,7,12.342857142857143,Yes,Yes,19,No,119.0,3rd phase - general contingent,Yes,129.0,Graduate
5,10.8,5,12.2,Yes,No,19,No,124.3,1st phase - general contingent,Yes,132.0,Enrolled
1,11.0,4,10.5,Yes,No,22,No,122.2,2nd phase - general contingent,Yes,118.0,Dropout
5,11.6,5,10.6,Yes,No,19,No,150.0,International student (bachelor),No,150.0,Graduate
0,0.0,0,0.0,Yes,No,58,No,135.5,Over 23 years old,No,133.1,Dropout
6,12.0,4,11.25,Yes,Yes,19,No,127.3,1st phase - special contingent (Madeira Island),Yes,122.0,Graduate
10,11.7,6,10.5,Yes,No,23,No,127.0,Change of course,Yes,127.0,Graduate
3,11.666666666666666,4,11.0,Yes,Yes,19,No,126.9,1st phase - general contingent,Yes,122.0,Enrolled
8,14.5125,7,13.457142857142856,Yes,No,18,No,127.5,3rd phase - general contingent,Yes,131.0,Graduate
4,12.333333333333334,5,12.6,Yes,No,20,No,122.0,1st phase - general contingent,No,130.0,Graduate
0,0.0,0,0.0,No,No,18,No,115.8,2nd phase - general contingent,No,130.0,Dropout
5,13.6,6,13.666666666666666,Yes,No,18,No,121.6,2nd phase - general contingent,No,130.0,Graduate
5,11.8,5,11.6,Yes,Yes,18,Yes,116.4,2nd phase - general contingent,Yes,122.0,Graduate
5,12.833333333333334,6,12.571428571428571,Yes,No,24,No,120.0,Over 23 years old,No,114.0,Dropout
5,11.4,5,11.8,Yes,No,18,No,127.3,2nd phase - general contingent,Yes,143.0,Dropout
3,12.666666666666666,5,11.6,Yes,Yes,19,No,123.5,1st phase - general contingent,Yes,127.0,Enrolled
6,11.833333333333334,6,11.333333333333334,Yes,Yes,19,No,125.6,2nd phase - general contingent,Yes,141.0,Graduate
6,11.5,6,10.666666666666666,Yes,No,18,No,118.5,1st phase - general contingent,Yes,129.0,Graduate
5,13.4,4,13.5,Yes,No,18,No,129.5,1st phase - general contingent,Yes,140.0,Enrolled
0,0.0,0,0.0,Yes,Yes,19,No,134.6,1st phase - general contingent,Yes,137.0,Graduate
4,11.5,6,13.333333333333334,Yes,No,22,No,140.0,Technological specialization diploma holders,No,140.0,Graduate
2,13.5,5,13.4,Yes,No,19,No,133.2,1st phase - general contingent,Yes,143.0,Enrolled
4,12.25,3,10.2,Yes,Yes,21,No,133.5,2nd phase - general contingent,Yes,138.0,Enrolled
6,12.833333333333334,5,13.0,Yes,Yes,21,No,117.9,2nd phase - general contingent,Yes,120.0,Graduate
7,12.90857142857143,7,12.90857142857143,Yes,Yes,18,No,128.0,1st phase - general contingent,Yes,144.0,Graduate
1,10.0,4,12.0,Yes,No,20,No,113.2,1st phase - general contingent,Yes,123.0,Dropout
5,11.0,6,10.833333333333334,Yes,Yes,18,No,122.0,1st phase - general contingent,Yes,129.0,Enrolled
6,15.833333333333334,6,15.333333333333334,Yes,No,19,No,156.9,1st phase - special contingent (Madeira Island),Yes,152.0,Graduate
6,12.875,6,12.816666666666668,Yes,Yes,18,No,125.1,1st phase - general contingent,Yes,130.0,Enrolled
2,14.0,6,13.0,No,No,26,Yes,100.0,International student (bachelor),No,133.1,Dropout
2,11.0,2,13.5,Yes,No,19,Yes,160.0,International student (bachelor),No,160.0,Enrolled
6,12.166666666666666,6,12.5,Yes,No,35,No,101.0,Over 23 years old,No,140.0,Graduate
6,14.333333333333334,6,13.0,Yes,Yes,19,No,121.5,3rd phase - general contingent,Yes,133.0,Graduate
5,12.571428571428571,4,11.75,Yes,No,18,No,126.8,1st phase - general contingent,Yes,138.0,Graduate
4,14.25,4,12.5,Yes,No,19,No,132.9,1st phase - general contingent,No,142.0,Graduate
17,12.055555555555555,17,11.61111111111111,Yes,No,25,No,134.3,1st phase - general contingent,Yes,115.0,Graduate
6,14.666666666666666,6,14.0,Yes,No,18,No,120.5,2nd phase - general contingent,Yes,125.0,Graduate
0,0.0,0,0.0,No,No,26,Yes,144.1,2nd phase - general contingent,Yes,170.0,Dropout
5,13.833333333333334,5,13.8,Yes,No,34,No,100.0,Change of course,No,140.0,Graduate
0,0.0,0,0.0,No,No,18,No,114.8,1st phase - general contingent,Yes,110.0,Dropout
0,0.0,0,0.0,No,No,18,No,111.9,1st phase - general contingent,No,114.0,Dropout
3,12.333333333333334,4,12.25,Yes,Yes,18,No,125.4,2nd phase - general contingent,Yes,138.0,Dropout
3,13.666666666666666,3,11.5,Yes,No,20,No,140.0,Technological specialization diploma holders,No,140.0,Dropout
9,12.555555555555555,6,12.571428571428571,Yes,No,25,No,140.0,Technological specialization diploma holders,No,140.0,Graduate
5,12.166666666666666,6,12.0,Yes,No,18,No,127.8,2nd phase - general contingent,No,132.0,Dropout
12,12.307692307692308,11,12.0,Yes,No,19,No,131.6,1st phase - general contingent,Yes,148.0,Graduate
0,0.0,0,0.0,Yes,No,20,No,119.4,1st phase - general contingent,Yes,132.0,Dropout
6,11.166666666666666,6,12.0,Yes,Yes,20,No,129.9,3rd phase - general contingent,Yes,126.0,Graduate
4,12.25,4,11.6,Yes,No,20,No,114.0,1st phase - general contingent,No,121.0,Enrolled
0,0.0,0,0.0,Yes,Yes,19,No,113.4,1st phase - general contingent,Yes,120.0,Dropout
4,13.0,5,12.0,Yes,No,20,No,117.8,1st phase - general contingent,No,123.0,Enrolled
6,12.041666666666666,6,13.976666666666668,Yes,No,18,No,114.3,1st phase - general contingent,Yes,122.0,Enrolled
1,10.0,4,12.5,Yes,No,19,No,129.7,1st phase - general contingent,Yes,136.0,Enrolled
0,0.0,0,0.0,No,No,20,No,112.0,3rd phase - general contingent,Yes,119.0,Dropout
4,12.5,4,10.5,Yes,No,24,No,140.0,Over 23 years old,No,120.0,Dropout
6,12.3,5,12.857142857142858,Yes,No,20,No,150.0,Technological specialization diploma holders,Yes,150.0,Graduate
4,12.0,3,11.666666666666666,Yes,No,19,No,122.4,1st phase - general contingent,Yes,121.0,Enrolled
1,10.0,2,13.0,Yes,No,23,No,150.0,Change of institution/course,No,140.0,Dropout
5,10.4,6,11.833333333333334,Yes,No,20,No,135.0,2nd phase - general contingent,Yes,135.0,Enrolled
8,12.75,11,12.454545454545457,Yes,No,21,No,116.2,Change of course,No,116.0,Graduate
0,0.0,3,11.0,Yes,No,20,No,120.4,2nd phase - general contingent,Yes,120.0,Dropout
4,14.25,4,13.2,Yes,No,21,No,122.9,2nd phase - general contingent,Yes,126.0,Enrolled
6,14.166666666666666,6,15.5,Yes,Yes,18,No,155.0,1st phase - general contingent,No,170.0,Graduate
6,13.666666666666666,6,12.333333333333334,Yes,No,18,No,123.4,1st phase - general contingent,Yes,123.0,Graduate
4,11.4,5,12.0,Yes,No,18,No,124.2,2nd phase - general contingent,Yes,120.0,Enrolled
5,11.5,4,11.6,Yes,No,20,No,130.0,Technological specialization diploma holders,Yes,130.0,Enrolled
6,12.285714285714286,6,11.333333333333334,Yes,Yes,18,No,126.2,2nd phase - general contingent,No,130.0,Graduate
0,0.0,0,0.0,Yes,No,19,No,120.5,2nd phase - general contingent,Yes,117.0,Dropout
2,12.5,4,12.0,Yes,No,20,No,123.7,2nd phase - general contingent,Yes,131.0,Enrolled
5,12.6,4,12.0,Yes,No,19,No,122.5,2nd phase - general contingent,No,130.0,Graduate
2,11.5,2,12.5,Yes,No,33,Yes,139.2,Over 23 years old,Yes,133.0,Dropout
11,13.0,12,13.666666666666666,Yes,No,21,No,131.2,Change of institution/course,Yes,128.0,Graduate
0,0.0,2,14.5,No,No,25,Yes,120.0,Over 23 years old,No,133.1,Dropout
0,0.0,4,13.2,Yes,Yes,20,No,116.7,1st phase - general contingent,Yes,123.0,Dropout
5,14.8,5,12.166666666666666,Yes,Yes,22,No,150.0,Short cycle diploma holders,Yes,150.0,Dropout
6,11.333333333333334,4,11.25,Yes,No,39,No,117.5,Over 23 years old,No,133.1,Graduate
6,14.428571428571429,6,15.166666666666666,Yes,Yes,21,No,137.6,1st phase - general contingent,Yes,140.0,Graduate
4,13.4,6,11.166666666666666,Yes,Yes,19,No,124.3,2nd phase - general contingent,No,126.0,Graduate
6,10.983333333333334,6,10.983333333333334,Yes,Yes,26,No,116.0,Over 23 years old,No,133.1,Graduate
5,11.5,4,10.75,Yes,Yes,19,No,121.4,3rd phase - general contingent,Yes,121.0,Graduate
7,14.285714285714286,11,13.384615384615383,No,Yes,20,No,142.8,Short cycle diploma holders,Yes,140.0,Graduate
5,12.2,6,11.285714285714286,Yes,Yes,25,No,96.0,2nd phase - general contingent,Yes,133.1,Enrolled
0,0.0,0,0.0,Yes,No,24,No,125.0,Change of course,No,131.0,Dropout
5,14.833333333333334,4,13.0,Yes,No,20,No,126.1,2nd phase - general contingent,Yes,124.0,Graduate
6,13.5,6,16.11111111111111,Yes,No,29,No,155.8,Over 23 years old,No,120.0,Graduate
6,11.0,6,11.5,Yes,No,20,No,116.0,1st phase - general contingent,No,133.1,Graduate
2,10.5,4,10.75,Yes,No,20,No,110.0,Technological specialization diploma holders,Yes,110.0,Dropout
5,13.0,4,11.6,Yes,Yes,24,No,97.2,Over 23 years old,Yes,133.1,Graduate
0,0.0,0,0.0,Yes,No,24,Yes,100.0,Over 23 years old,No,133.1,Dropout
5,14.142857142857142,5,13.8,Yes,No,23,No,140.0,Holders of other higher courses,No,140.0,Graduate
8,14.6875,7,13.585714285714284,Yes,No,20,No,128.0,Change of course,Yes,130.0,Graduate
5,13.0,6,13.857142857142858,Yes,No,19,No,115.3,2nd phase - general contingent,Yes,110.0,Graduate
6,12.333333333333334,5,12.0,Yes,No,28,No,150.0,Over 23 years old,No,140.0,Enrolled
5,12.6,6,13.444444444444445,Yes,Yes,20,No,160.0,Technological specialization diploma holders,Yes,160.0,Graduate
6,13.857142857142858,6,14.0,Yes,No,18,No,133.1,1st phase - general contingent,No,138.0,Graduate
0,0.0,1,12.0,Yes,No,20,Yes,119.0,1st phase - general contingent,Yes,126.0,Dropout
5,13.833333333333334,5,14.2,Yes,No,33,No,156.0,Over 23 years old,Yes,120.0,Graduate
5,10.84,5,13.34,Yes,No,35,No,163.7,Over 23 years old,No,130.0,Enrolled
7,12.457142857142856,7,12.457142857142856,Yes,No,27,No,130.0,Over 23 years old,No,130.0,Enrolled
3,12.0,3,11.0,No,No,19,No,123.1,2nd phase - general contingent,Yes,122.0,Dropout
4,10.5,4,10.5,Yes,Yes,31,No,160.0,Over 23 years old,No,160.0,Enrolled
0,0.0,0,0.0,Yes,No,19,No,136.1,1st phase - general contingent,Yes,134.0,Graduate
12,13.0,13,14.0,Yes,No,22,No,132.7,Change of course,Yes,134.0,Graduate
0,0.0,0,0.0,Yes,No,39,No,128.2,Change of course,No,140.0,Dropout
0,0.0,0,0.0,No,No,22,No,126.7,2nd phase - general contingent,Yes,127.0,Dropout
4,12.5,4,10.0,Yes,No,47,No,150.0,Over 23 years old,No,133.1,Enrolled
0,0.0,0,0.0,Yes,Yes,19,No,156.3,2nd phase - general contingent,Yes,143.0,Graduate
6,14.333333333333334,6,13.5,Yes,No,19,No,116.1,Ordinance No. 854-B/99,Yes,115.0,Graduate
0,0.0,0,0.0,Yes,No,19,No,123.8,2nd phase - general contingent,Yes,131.0,Dropout
17,14.88888888888889,17,13.38888888888889,Yes,Yes,21,No,153.0,1st phase - general contingent,Yes,146.0,Graduate
0,0.0,0,0.0,No,No,39,No,140.0,Holders of other higher courses,Yes,140.0,Dropout
11,13.583333333333334,12,13.583333333333334,Yes,No,19,No,131.9,2nd phase - general contingent,Yes,135.0,Graduate
0,0.0,0,0.0,Yes,Yes,20,No,141.4,1st phase - general contingent,No,133.0,Enrolled
0,0.0,0,0.0,No,No,24,Yes,140.0,Over 23 years old,Yes,133.1,Dropout
0,0.0,1,10.0,Yes,No,27,No,115.0,Over 23 years old,Yes,120.0,Dropout
5,15.2,5,15.2,Yes,No,29,No,168.0,Over 23 years old,No,133.1,Graduate
0,0.0,4,12.8,Yes,No,20,No,101.3,2nd phase - general contingent,Yes,130.0,Dropout
4,11.0,5,11.166666666666666,Yes,No,21,No,122.6,1st phase - general contingent,No,125.0,Dropout
0,0.0,0,0.0,Yes,No,18,No,141.7,1st phase - general contingent,Yes,134.0,Enrolled
7,12.828571428571427,7,12.828571428571427,Yes,No,19,No,132.3,1st phase - general contingent,No,151.0,Graduate
4,12.6,6,12.5,No,No,19,Yes,111.7,2nd phase - general contingent,No,112.0,Dropout
3,12.4,3,10.0,Yes,Yes,28,No,98.7,Over 23 years old,No,120.0,Graduate
4,13.25,6,11.5,No,No,21,No,140.0,International student (bachelor),Yes,140.0,Graduate
7,11.328571428571427,7,11.328571428571427,No,No,23,Yes,140.0,Ordinance No. 854-B/99,Yes,140.0,Dropout
3,13.0,2,13.0,Yes,No,39,No,100.7,Over 23 years old,No,133.1,Enrolled
6,13.033333333333331,6,13.033333333333331,Yes,No,18,No,133.8,2nd phase - general contingent,Yes,143.0,Graduate
4,11.75,6,12.166666666666666,Yes,No,59,No,100.0,International student (bachelor),No,133.1,Graduate
3,16.2,4,14.5,Yes,No,30,Yes,180.0,Holders of other higher courses,No,180.0,Enrolled
5,13.6,5,14.4,Yes,No,18,No,130.8,1st phase - general contingent,Yes,136.0,Graduate
6,12.5,4,12.25,Yes,No,41,No,140.0,Technological specialization diploma holders,No,140.0,Enrolled
0,0.0,0,0.0,Yes,No,27,No,106.2,Over 23 years old,Yes,130.0,Dropout
6,12.0,6,12.666666666666666,Yes,Yes,18,No,125.6,1st phase - general contingent,Yes,141.0,Graduate
3,11.666666666666666,2,12.0,No,No,20,Yes,117.5,3rd phase - general contingent,Yes,121.0,Dropout
0,0.0,0,0.0,No,No,32,No,122.5,Over 23 years old,No,120.0,Dropout
4,10.8,3,11.666666666666666,Yes,No,19,No,132.9,2nd phase - general contingent,Yes,129.0,Dropout
0,0.0,0,0.0,Yes,No,41,No,103.0,Over 23 years old,No,133.1,Dropout
0,0.0,1,10.0,Yes,No,38,No,107.0,2nd phase - general contingent,No,100.0,Dropout
0,0.0,0,0.0,Yes,No,35,No,100.0,Holders of other higher courses,No,133.1,Dropout
3,12.0,4,12.25,Yes,No,27,No,100.0,Over 23 years old,Yes,133.1,Dropout
6,12.5,4,12.0,Yes,No,19,No,131.3,2nd phase - general contingent,Yes,139.0,Graduate
5,11.8,5,12.6,No,No,18,No,122.2,3rd phase - general contingent,No,125.0,Enrolled
0,0.0,0,0.0,No,No,39,No,118.4,Over 23 years old,No,133.1,Dropout
0,0.0,0,0.0,No,No,37,No,100.0,Holders of other higher courses,No,100.0,Dropout
0,0.0,0,0.0,No,No,37,No,110.0,Over 23 years old,No,110.0,Dropout
13,12.0,16,12.6875,Yes,Yes,35,No,100.0,Change of course,No,133.1,Graduate
6,10.666666666666666,10,10.4,Yes,No,49,No,106.2,Change of course,No,123.0,Graduate
12,10.923076923076923,14,10.466666666666669,Yes,No,52,No,110.0,Holders of other higher courses,No,110.0,Graduate
5,13.0,5,14.333333333333334,Yes,No,18,No,122.3,1st phase - general contingent,Yes,130.0,Graduate
6,14.333333333333334,6,14.666666666666666,Yes,Yes,30,No,112.5,Over 23 years old,No,133.1,Graduate
8,14.23125,7,12.835714285714284,Yes,No,21,No,98.1,1st phase - general contingent,Yes,97.0,Graduate
0,0.0,0,0.0,Yes,No,20,No,140.2,1st phase - general contingent,Yes,130.0,Dropout
0,0.0,0,0.0,Yes,No,18,Yes,143.6,2nd phase - general contingent,Yes,139.0,Enrolled
0,0.0,0,0.0,Yes,No,19,No,134.6,1st phase - special contingent (Madeira Island),Yes,150.0,Dropout
8,13.24875,8,13.24875,Yes,No,18,No,126.8,1st phase - general contingent,Yes,141.0,Graduate
4,12.75,7,12.857142857142858,Yes,No,20,No,100.0,International student (bachelor),No,133.1,Enrolled
4,14.25,5,13.6,Yes,No,21,No,130.0,2nd phase - general contingent,Yes,137.0,Enrolled
5,12.4,3,14.0,Yes,Yes,22,No,113.6,1st phase - general contingent,Yes,116.0,Graduate
2,11.0,3,12.0,No,No,20,Yes,140.0,Technological specialization diploma holders,Yes,140.0,Enrolled
4,14.0,6,13.166666666666666,Yes,No,20,No,106.0,2nd phase - general contingent,No,106.0,Enrolled
6,12.166666666666666,6,13.625,Yes,Yes,19,No,126.6,2nd phase - general contingent,Yes,135.0,Graduate
8,15.61111111111111,7,14.85,Yes,Yes,18,No,130.7,2nd phase - general contingent,Yes,144.0,Graduate
5,11.4,4,10.75,Yes,No,21,No,105.9,1st phase - general contingent,Yes,108.0,Graduate
